target,feature,positive_rate,auc_low_identifies_risk,mean_for_risk,mean_for_safe
harmful_switch,tree_variance_of_best_switch,0.029094192940437396,0.6308408766734296,1.3815057442846563,1.6444620165269148
harmful_switch,loss_margin,0.029094192940437396,0.6559874538896827,0.7336134244083667,1.185122167357402
harmful_switch,switch_gain_margin,0.029094192940437396,0.7791898118738351,0.7513885256388341,1.660116643574994
harmful_switch,tree_disagreement,0.029094192940437396,0.1343815585363628,0.18344129554655872,0.049695486897444185
missed_helpful_switch,tree_variance_of_best_switch,0.002355805096391692,0.593979823422147,1.4421464070074308,1.637271191970248
missed_helpful_switch,loss_margin,0.002355805096391692,0.36774896034213594,1.1849749150360418,1.1719552129953272
missed_helpful_switch,switch_gain_margin,0.002355805096391692,0.5807076232830887,1.1849749150360418,1.6347374853366392
missed_helpful_switch,tree_disagreement,0.002355805096391692,0.24648877694255317,0.09616666666666668,0.05348616631902082
