lf_y_mean,lf_y_std,lf_y_skew,lf_y_kurtosis,lf_y_q10,lf_y_q50,lf_y_q90,lf_linear_r2,lf_quadratic_r2,lf_quadratic_gain_over_linear,lf_model_residual_rel,lf_design_condition,lf_linear_r2_change,lf_quadratic_r2_change,lf_information_transition_entropy,lf_information_sign_change_rate,lf_information_ruggedness,lf_local_fdc,lf_elite_dispersion_ratio,lf_elite_dispersion_shift,lf_nbc_mean_distance,lf_nbc_distance_cv,lf_nbc_cluster_proxy
-0.48511645615816307,-0.47348388957242854,-0.1531183514238093,-0.13945761817859328,-0.46910636865557376,-0.3421388811604157,-0.48213348316551174,-0.5126560963687764,-0.6069017615495097,0.4715539193597287,0.6067489357697421,-0.6028369731630608,-0.0027892931942695366,0.15635086518226238,0.03876879158275021,-0.049200591599090106,0.07848317370088115,-0.5196139870539499,0.7829013741975195,-0.4298711369627873,0.7213639434305751,-0.836861759610438,-0.6791029077470339
-0.3601529836710483,-0.3570260992833678,-0.12764917291540645,-0.11975974665193914,-0.35432647867122596,-0.2573249297871543,-0.3562978624051748,-0.42244156281130985,-0.4955821557266958,0.39177993952679246,0.4954494897171113,-0.549394955595199,0.002316849374336797,0.14618163865106612,0.05242623376508399,-0.03247631417109407,0.05787232111401618,-0.5118525645324257,0.7390201979454248,-0.4400982758521621,0.6461905821675489,-0.7315287556636124,-0.5711280330475114
0.2741411118682039,0.24790824410360698,0.032317634234556546,0.022921869415162038,0.24621564899221324,0.18589557239282725,0.2843431563169658,0.1283991888520063,0.20292050982880813,-0.11321350699849926,-0.20272209985134493,0.018079869961184134,0.019313135681115385,-0.01393052951245761,0.0025407148056592523,0.05152360076814608,-0.06714302767059603,-0.15854425326679458,0.06220745748171225,-0.1273092188666022,-0.008496324387272465,0.07405986399366377,0.15933334619888942
0.27349654474145124,0.21466442603701208,-0.02535065053825357,-0.03049371532054966,0.6024039724166872,0.455788937508712,0.30500200484751333,0.17856265048032793,0.3137396470167229,-0.10704345492264222,-0.31416970675759615,-0.019045509551172266,0.12115064348441477,0.11657300320065565,0.005357712791219184,-0.09880233368498673,0.07697967991348348,0.18208311272415276,-0.23002072115972047,-0.2602892202516325,-0.048052870085758224,0.22308552895109457,0.28386836387001296
-0.5497842587443874,-0.5754432973073933,-0.29376785636221237,-0.2688495872872699,-0.22044222813760317,-0.09889779220942538,-0.5249736602533932,-0.27667543699988273,-0.5098267121817834,0.23909496266463015,0.5096489689933621,-0.3475757774313687,0.044052186061602855,0.2686645289300136,-0.05282015021451543,-0.21873259187395985,0.22351420406869627,0.045458634317926336,0.3300028275939972,-0.20763250876544284,0.3565868925244339,-0.35804349312543576,-0.32798780968661334
-0.8418981965430347,-0.8420461603102427,-0.351441225482249,-0.31951264563160675,-0.5855161588538574,-0.3897041400181972,-0.8251623616401284,-0.4407363984477695,-0.7952166693154681,0.34986690730154596,0.7950150962988766,-0.36337325221402006,-0.03160155033593476,0.25313401191751944,-0.03527126365902575,-0.17738548694312045,0.21027785498521295,-0.06604757020267689,0.47407565033901367,-0.11202767346770552,0.40517407554631435,-0.5370098180336675,-0.5431595110330432
-0.04234247208003325,-0.06526959850706833,-0.22253831484935238,-0.2094858484875966,0.04664944648573194,-0.07659452639846787,0.005387228237203491,-0.3072312840522124,-0.1433814129202246,0.26016033368054664,0.14352499830253107,-0.45485676004172165,0.0038852882937520363,-0.0007477760671457499,-0.21860831827831836,-0.24420319860037457,0.19814081521070906,-0.28968377507983956,0.4520431301867193,-0.04267195775731935,0.49619348124930285,-0.3633769744045712,-0.08246811275801312
0.4891077385332798,0.5229141089898672,0.22702709900482865,0.20596514004445554,0.10713743446566036,-0.014159009415856825,0.4635578288976123,0.12037136006205165,0.42073867615504557,-0.14015933310144998,-0.4204990264073468,0.2147099194182436,-0.026033299170761744,-0.2657161779058043,-0.026967345140440798,0.2283885441564847,-0.2468153877842623,-0.19542684119235468,-0.18766864520824875,0.3381429256969247,-0.20755814692483648,0.21002987622220834,0.21295930192271614
0.2513124011902925,0.2720999131163309,0.10067111833025827,0.0940571873759521,0.03989752112581775,-0.04211459469314002,0.24407801465312734,0.1934279377119205,0.28524612389456105,-0.21471925081868634,-0.28503158890533975,0.35346865167184094,-0.1088956717344194,-0.26611181772064557,-0.09369166021907474,0.023568195478972643,-0.04496817936860607,0.11728016491317549,-0.2936077433402689,0.4699255386008094,-0.3899770785899884,0.3736850354042874,0.35886702830544603
0.3617099088474679,0.4059256099648225,0.2684583240755486,0.25568015442689646,0.04857196022056875,-0.07297480126767376,0.33588982874572804,0.1366221721957456,0.3003553735793394,-0.1382715612577928,-0.3001647379395656,0.1942691213138791,-0.042083661322057445,-0.24762351320416606,-0.08118213668019622,0.07025377364001241,-0.10887540859037702,-0.1046706330746647,-0.1590470915462884,0.1866310890005153,-0.19276893853782728,0.18810226565042965,0.18824974718516976
