policy_name,function_id,runs,mean_log10_gap,mean_relative_gain_vs_continue,switch_rate,mean_switch_count,p90_switch_count,max_switch_count,median_switch_FE,success_rate
action_gain_classifier,cec2017_f01,30,-8.54565019597594,4.824330971612321,0.6666666666666666,1.1333333333333333,2.0,3,2000.0,0.6
action_gain_classifier,cec2017_f10,30,0.5041665033188676,0.398022665837003,0.7,1.2333333333333334,3.1000000000000014,5,2000.0,0.0
action_gain_classifier,cec2017_f29,30,3.305205217591254,0.29928419859687955,0.7333333333333333,1.2333333333333334,3.0,5,2000.0,0.0
v2_regression,cec2017_f01,30,-8.622018736080651,4.900699511717033,0.6666666666666666,0.6666666666666666,1.0,1,2000.0,0.6
v2_regression,cec2017_f10,30,0.5041229790674799,0.39806619008839056,0.6666666666666666,0.6666666666666666,1.0,1,2000.0,0.0
v2_regression,cec2017_f29,30,3.299613485298435,0.3048759308896986,0.6666666666666666,0.6666666666666666,1.0,1,2000.0,0.0
