policy_name,function_id,runs,mean_log10_gap,mean_relative_gain_vs_continue,mean_vs_static_function_mean,switch_rate,median_selected_FE,success_rate
action_gain_classifier,cec2017_f01,30,-7.298886111358341,3.577566886994724,-3.577566886994724,0.6666666666666666,2000.0,0.6
action_gain_classifier,cec2017_f10,30,0.5213100304603681,0.38087913869550244,-0.3808791386955026,0.7,2000.0,0.0
action_gain_classifier,cec2017_f29,30,3.303398785391614,0.3010906307965196,-0.3010906307965193,0.7333333333333333,2000.0,0.0
v2_regression,cec2017_f01,30,-8.622018736080651,4.900699511717033,-4.900699511717034,0.6666666666666666,2000.0,0.6
v2_regression,cec2017_f10,30,0.5041229790674799,0.39806619008839056,-0.3980661900883907,0.6666666666666666,2000.0,0.0
v2_regression,cec2017_f29,30,3.299613485298435,0.3048759308896986,-0.3048759308896982,0.6666666666666666,2000.0,0.0
