model_name,policy,rows,call_rate,decision_mean_utility,utility_capture_rate,precision,unhelpful_call_cost_sum,unhelpful_call_rows
softmax_logistic_classifier__baseline,global_callcap_0.9,64800,0.03677469135802469,0.004067048321477203,0.5382061297166758,0.3067561896768779,136.36316270114753,1652
softmax_logistic_classifier__baseline,global_callcap_0.8,64800,0.0362962962962963,0.004016732879241295,0.5314403468878445,0.30654761904761907,134.59636599953487,1631
softmax_logistic_classifier__baseline,global_callcap_0.7,64800,0.035833333333333335,0.003999228765949554,0.5270597449756559,0.3079242032730405,132.47567651537804,1607
softmax_logistic_classifier__baseline,global_callcap_0.6,64800,0.0354320987654321,0.003971343084477192,0.5219843837493394,0.3079268292682927,130.51147970666204,1589
softmax_logistic_classifier__baseline,global_callcap_0.5,64800,0.03479938271604938,0.0038007232316859133,0.5048668587530408,0.30643015521064304,128.848665478453,1564
softmax_logistic_classifier__baseline,maturity3_train_utility,64800,0.037253086419753084,0.004086558466244095,0.5435198128440202,0.30654515327257664,139.04717664447872,1674
softmax_logistic_classifier__baseline,maturity3_callcap_0.9,64800,0.03677469135802469,0.004067048321477203,0.5382061297166758,0.3067561896768779,136.36316270114753,1652
softmax_logistic_classifier__baseline,maturity3_callcap_0.8,64800,0.0362962962962963,0.004016732879241295,0.5314403468878445,0.30654761904761907,134.59636599953487,1631
softmax_logistic_classifier__baseline,maturity3_callcap_0.7,64800,0.035833333333333335,0.003999228765949554,0.5270597449756559,0.3079242032730405,132.47567651537804,1607
softmax_logistic_classifier__baseline,maturity3_callcap_0.6,64800,0.0354320987654321,0.003971343084477192,0.5219843837493394,0.3079268292682927,130.51147970666204,1589
softmax_logistic_classifier__baseline,maturity3_callcap_0.5,64800,0.03479938271604938,0.0038007232316859133,0.5048668587530408,0.30643015521064304,128.848665478453,1564
softmax_logistic_classifier__best_candidate,global_train_utility,64800,0.03726851851851852,0.004119189127453949,0.5455379751268944,0.3072463768115942,138.43228214331504,1673
softmax_logistic_classifier__best_candidate,global_callcap_0.9,64800,0.03692901234567901,0.004093165720166656,0.5409149471500313,0.3075637275386544,136.68351100222748,1657
softmax_logistic_classifier__best_candidate,global_callcap_0.8,64800,0.03634259259259259,0.004051411372496227,0.5338511929010834,0.3078556263269639,134.14055112541814,1630
