model_name,model_family,objective,eval_split,layer,group,label_source,dimension,FE_ratio,rows,u_gt_zero_rows,u_gt_zero_rate,mean_observed_utility,median_observed_utility,positive_utility_sum,mae,rmse,r2,pearson,spearman,roc_auc_u_gt_zero,average_precision_u_gt_zero,score_mean,score_median,candidate_id,base_model_name,estimator,feature_scheme,role,params_json
lda_classifier__best_candidate,lda,classification,bbob_validation,dimension,dimension=10,,10.0,,21600,1470,0.06805555555555555,-0.040708791525251226,-0.036659214049790265,260.3480860696287,,,,0.321866046354661,0.15191260148101998,0.8178733132597301,0.19814985570379942,0.10518234144951508,0.01977152420337422,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,dimension,dimension=20,,20.0,,21600,1908,0.08833333333333333,-0.05664202206459035,-0.0679457754312032,392.4289080321196,,,,0.46536018498250664,0.27108440170784215,0.8187317924549594,0.2718580720570707,0.10218241373886856,0.01898677112101113,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,dimension,dimension=40,,40.0,,21600,367,0.01699074074074074,-0.17723740317137815,-0.16708161511555475,90.26154048980496,,,,0.13262161824514393,0.03725527966566192,0.7838649185095792,0.0670322973559795,0.10192761415497376,0.020576260936068985,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,FE_ratio,FE_ratio=0.2,,,0.2,6480,296,0.04567901234567901,-0.07854640971495502,-0.05432046807708305,38.557426800468264,,,,0.04082934463018666,-0.044566036918235366,0.7695606141393657,0.08647242696963998,0.021863597794996536,0.018474254401913748,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,FE_ratio,FE_ratio=0.25,,,0.25,6480,292,0.04506172839506173,-0.08209066348445634,-0.05811985784400571,35.463735190300596,,,,0.05507885840527364,-0.07492089535071894,0.7791250852290335,0.08744653601747297,0.11163617368438179,0.030495996516730958,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,FE_ratio,FE_ratio=0.28,,,0.28,6480,274,0.042283950617283954,-0.08549062609263769,-0.060059978976886724,32.16164278161452,,,,0.058584010482934074,-0.07110746318121455,0.7694290432381189,0.07943733073353738,0.1137892854931329,0.028781399655741502,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,FE_ratio,FE_ratio=0.3,,,0.3,6480,284,0.043827160493827164,-0.08706332924379373,-0.061481761258876125,31.652929735382077,,,,0.07326564560566805,-0.02009899253183456,0.7587329171932824,0.07859397716657593,0.13806941496717073,0.02513114871919337,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,FE_ratio,FE_ratio=0.35,,,0.35,6480,256,0.03950617283950617,-0.09341559547051581,-0.06664570006608084,26.439322897806413,,,,0.06678584592548813,-0.01641969668024809,0.7623984525626607,0.0721398830582811,0.12021429315858066,0.021116619208469037,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,FE_ratio,FE_ratio=0.4,,,0.4,6480,800,0.12345679012345678,-0.07290554260108724,-0.07056462486829276,174.15917724891835,,,,0.4834628576073646,0.1392955769819832,0.8366463468309859,0.4160400582925795,0.11543263421427416,0.01914684358801854,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,FE_ratio,FE_ratio=0.45,,,0.45,6480,243,0.0375,-0.10186903427734409,-0.07939845101548082,50.56190594132994,,,,0.2277402322989155,-0.010884106870100038,0.7974849415178634,0.09537698202263284,0.1105558461425609,0.01642900345540917,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,FE_ratio,FE_ratio=0.5,,,0.5,6480,477,0.07361111111111111,-0.08578559846269349,-0.08202974076197492,151.15391573733473,,,,0.5639946882883033,0.064924005689934,0.8881258182928102,0.5247014762211623,0.10493823754318642,0.014485206535432331,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,FE_ratio,FE_ratio=0.55,,,0.55,6480,376,0.05802469135802469,-0.11228594071878435,-0.09215825578698267,79.68497550744864,,,,0.31188090045922756,0.03299968754831103,0.8162257570898749,0.20224179007226592,0.09980177455020962,0.013079147159814085,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
lda_classifier__best_candidate,lda,classification,bbob_validation,FE_ratio,FE_ratio=0.6,,,0.6,6480,447,0.06898148148148148,-0.11584131580446465,-0.10228898920926656,123.20350275094972,,,,0.4709617303021422,0.06454581326102218,0.8635647117587052,0.36347244438341636,0.09467330692936432,0.011614483214673732,lda_classifier__raw_primary_with_maturity__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",raw_primary_with_maturity,best_candidate,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,all,all,,,,194400,11921,0.06132201646090535,-0.08855738467265091,-0.06544428361600368,2511.1122661377594,,,,0.10816361419495658,0.16339045772821087,0.8043442362403836,0.1954332122639792,0.37736294972862344,0.36328155924246697,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,label_source,label_source=changed_algorithm,changed_algorithm,,,74400,8470,0.11384408602150538,-0.05859081542569486,-0.06280283172738645,1678.8603444230114,,,,0.26300237751772193,0.27124680164709775,0.8443048125708799,0.3421170622704097,0.37446543973608915,0.34353241200939894,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,label_source,label_source=same_algorithm,same_algorithm,,,120000,3451,0.028758333333333334,-0.10713665760576366,-0.06743423570665175,832.2519217147483,,,,0.02649148695707967,0.09630271948681964,0.7098140369990598,0.056057484563239536,0.37915940592399466,0.3711946577452937,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,dimension,dimension=10,,10.0,,64800,2405,0.037114197530864194,-0.04022633237538057,-0.03715828153278458,308.0180086184804,,,,0.08506734983728297,0.39425712433141635,0.8110082918513081,0.14156201336432164,0.35154222313902006,0.32335260425104134,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,dimension,dimension=20,,20.0,,64800,3858,0.059537037037037034,-0.07228172978918257,-0.06716881295115272,823.0687800379324,,,,0.11362191593591399,0.35705319547506303,0.8099976515245977,0.2123512931535156,0.3778716583002677,0.36161459968988563,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,dimension,dimension=40,,40.0,,64800,5658,0.08731481481481482,-0.1531640918533896,-0.14272675969545875,1380.025477481347,,,,0.192034216405612,0.39518925598571664,0.7859058807472126,0.22538255354638795,0.4026749677465825,0.40431787783515016,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,FE_ratio,FE_ratio=0.2,,,0.2,19440,1637,0.08420781893004116,-0.06196176210011554,-0.05049860667501493,304.44205064313394,,,,0.08412154262931394,0.014462434325293597,0.663135097209118,0.16338019419259742,0.47258116621769464,0.4667110748255665,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,FE_ratio,FE_ratio=0.25,,,0.25,19440,1530,0.0787037037037037,-0.06684412289960417,-0.05379598025536793,289.0381601639173,,,,0.07988126548908385,0.06557547383590392,0.7721841962171059,0.20639898308826699,0.5267094482695928,0.5535590442463606,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,FE_ratio,FE_ratio=0.28,,,0.28,19440,1516,0.07798353909465021,-0.06678863875638497,-0.05595944523593056,294.83506110374555,,,,0.0916974743715898,0.08316222789933606,0.7721262201178944,0.20427097204459768,0.4937265129987143,0.5008258116889813,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,FE_ratio,FE_ratio=0.3,,,0.3,19440,1403,0.07217078189300412,-0.07045501341769796,-0.05769358257385397,275.8794546370344,,,,0.11141025673824388,0.15097358619192847,0.8107796632968479,0.23207935294947285,0.47487188956276194,0.4583194398768582,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,FE_ratio,FE_ratio=0.35,,,0.35,19440,1388,0.07139917695473251,-0.07482964941049443,-0.062069321341436653,257.6511044439708,,,,0.12437794705491807,0.1289250988439703,0.8322673819021706,0.24471026214088093,0.38300097415860423,0.334274948898592,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,FE_ratio,FE_ratio=0.4,,,0.4,19440,1376,0.07078189300411522,-0.08176159053440116,-0.06731035034538017,252.55187921031478,,,,0.11127747372639571,0.12736970173386766,0.8335752997739305,0.23180731039573924,0.3376756216333341,0.2688324093682226,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,FE_ratio,FE_ratio=0.45,,,0.45,19440,911,0.04686213991769547,-0.09574364894010993,-0.0740343803226563,214.80823720368133,,,,0.06185371979517241,0.02179712626474683,0.8495502259222926,0.2098942896385787,0.3028474568659046,0.2188139324483511,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,FE_ratio,FE_ratio=0.5,,,0.5,19440,752,0.03868312757201646,-0.10761678906395437,-0.08153801385084204,216.74610973067038,,,,0.03195571567104681,-0.024594071292725027,0.8547917596455115,0.1843306323115849,0.2795632225482177,0.19567565612237983,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,FE_ratio,FE_ratio=0.55,,,0.55,19440,784,0.040329218106995884,-0.12055088341199817,-0.09047622006570433,212.50845114181092,,,,-0.002111030636961017,-0.05728321714373242,0.8354243833575453,0.16655376525328697,0.25984679849638537,0.1772336934783789,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_train,FE_ratio,FE_ratio=0.6,,,0.6,19440,624,0.03209876543209877,-0.13902174819174842,-0.10198680721304745,192.65175785948037,,,,-0.03697683997468123,-0.09955425118509988,0.819894484236002,0.11119361487269915,0.24280640653502483,0.160130922244559,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,all,all,,,,64800,3745,0.05779320987654321,-0.09152940558707323,-0.07597107961327272,743.0385345915533,,,,0.16060799161486036,0.09123984657986212,0.8117948108465314,0.1761930310399025,0.3902027820469274,0.3536216491577153,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,label_source,label_source=changed_algorithm,changed_algorithm,,,16560,2549,0.15392512077294687,-0.05116247729341551,-0.06176568779918107,607.1864253523988,,,,0.3948780748446725,0.32522731079762024,0.8620522030566187,0.5928747079277082,0.3896697161246958,0.373712773713178,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,label_source,label_source=same_algorithm,same_algorithm,,,48240,1196,0.024792703150912105,-0.10538670932967216,-0.08462815497687234,135.85210923915443,,,,0.008828219649690761,0.01952512485875227,0.7725503150967471,0.050709946366334524,0.39038577482620085,0.3467643343636241,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,dimension,dimension=10,,10.0,,21600,1470,0.06805555555555555,-0.040708791525251226,-0.036659214049790265,260.3480860696287,,,,0.17710072602793436,0.14642267579006193,0.8164021614607095,0.20418594338779633,0.38409188501225006,0.3557150294658884,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,dimension,dimension=20,,20.0,,21600,1908,0.08833333333333333,-0.05664202206459035,-0.0679457754312032,392.4289080321196,,,,0.32083516624633385,0.3108441157042756,0.824158125276001,0.28167709417864395,0.3864657946751529,0.34898970474474306,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,dimension,dimension=40,,40.0,,21600,367,0.01699074074074074,-0.17723740317137815,-0.16708161511555475,90.26154048980496,,,,0.06329091724075442,0.0826463561371973,0.8181274302981414,0.07400564997667511,0.40005066645337894,0.3558093202018422,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,FE_ratio,FE_ratio=0.2,,,0.2,6480,296,0.04567901234567901,-0.07854640971495502,-0.05432046807708305,38.557426800468264,,,,-0.0110497661705009,-0.11191907505472086,0.7018728584664873,0.07089182156140644,0.45943244400441025,0.46393215212697536,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,FE_ratio,FE_ratio=0.25,,,0.25,6480,292,0.04506172839506173,-0.08209066348445634,-0.05811985784400571,35.463735190300596,,,,-0.06368587603553068,-0.11926548087072374,0.7148408098750565,0.0775143164663155,0.48458485566210385,0.5077374237937871,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,FE_ratio,FE_ratio=0.28,,,0.28,6480,274,0.042283950617283954,-0.08549062609263769,-0.060059978976886724,32.16164278161452,,,,-0.06180863232864398,-0.10415830122816314,0.7389275977332979,0.0783790732929167,0.459478590041575,0.44087495444754876,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,FE_ratio,FE_ratio=0.3,,,0.3,6480,284,0.043827160493827164,-0.08706332924379373,-0.061481761258876125,31.652929735382077,,,,0.01092402501381256,-0.04309569630205589,0.7756543294628975,0.08384685110919898,0.46105337194559676,0.3765701979016992,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,FE_ratio,FE_ratio=0.35,,,0.35,6480,256,0.03950617283950617,-0.09341559547051581,-0.06664570006608084,26.439322897806413,,,,0.016271270064018722,-0.04007692200520605,0.7870905466741644,0.08034037108823973,0.3991759115263926,0.2868438591045288,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,FE_ratio,FE_ratio=0.4,,,0.4,6480,800,0.12345679012345678,-0.07290554260108724,-0.07056462486829276,174.15917724891835,,,,0.31775275352705323,0.1408247686674615,0.863106073943662,0.4358239161768008,0.37242362534171203,0.24432769481835778,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,FE_ratio,FE_ratio=0.45,,,0.45,6480,243,0.0375,-0.10186903427734409,-0.07939845101548082,50.56190594132994,,,,0.09543644106017887,-0.04053118907874281,0.8064952879767695,0.09650095062593658,0.3476279738309805,0.1994127962948719,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,FE_ratio,FE_ratio=0.5,,,0.5,6480,477,0.07361111111111111,-0.08578559846269349,-0.08202974076197492,151.15391573733473,,,,0.2937861304402931,0.052200593837598196,0.8934718524734837,0.5137307123985047,0.3265651947202925,0.18677113095979983,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,FE_ratio,FE_ratio=0.55,,,0.55,6480,376,0.05802469135802469,-0.11228594071878435,-0.09215825578698267,79.68497550744864,,,,0.17449840952004586,0.03088437991014525,0.8294896440422743,0.20473690266457986,0.3070140928250182,0.1736885582829027,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__baseline,softmax_logistic,classification,bbob_validation,FE_ratio,FE_ratio=0.6,,,0.6,6480,447,0.06898148148148148,-0.11584131580446465,-0.10228898920926656,123.20350275094972,,,,0.26929328124708973,0.06455740932855746,0.8711453152330341,0.3511517640079673,0.284671760571192,0.1616928259755665,softmax_logistic_classifier__raw_primary_with_maturity__baseline__C_1p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=1.0,class_weight='balanced')",raw_primary_with_maturity,baseline,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__best_candidate,softmax_logistic,classification,bbob_train,all,all,,,,194400,11921,0.06132201646090535,-0.08855738467265091,-0.06544428361600368,2511.1122661377594,,,,0.1084343038632202,0.16402602633276334,0.8043919553896504,0.19511014392804973,0.37778216801478626,0.36377199603556043,softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_0p03__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=0.03,class_weight='balanced')",raw_primary_with_maturity,best_candidate,"{""C"": 0.03, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
softmax_logistic_classifier__best_candidate,softmax_logistic,classification,bbob_train,label_source,label_source=changed_algorithm,changed_algorithm,,,74400,8470,0.11384408602150538,-0.05859081542569486,-0.06280283172738645,1678.8603444230114,,,,0.26332537557060215,0.271801460828936,0.8442972233976467,0.3418730047353631,0.37511921079198224,0.345486415616978,softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_0p03__class_weight_balanced__penalty_l2,softmax_logistic_classifier,"LogisticRegression(C=0.03,class_weight='balanced')",raw_primary_with_maturity,best_candidate,"{""C"": 0.03, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
