model_name,model_family,objective,eval_split,layer,group,label_source,dimension,FE_ratio,rows,u_gt_zero_rows,u_gt_zero_rate,mean_observed_utility,median_observed_utility,positive_utility_sum,threshold_mode,threshold,decision_ela_call_rows,decision_ela_call_rate,mean_observed_utility_under_calls,positive_rows_captured,positive_row_capture_rate,utility_capture_rate,precision_u_gt_zero_under_calls,unhelpful_call_rows,unhelpful_call_rate_within_calls,unhelpful_call_cost_sum,decision_utility_sum,decision_mean_utility,always_ela_mean_utility,never_ela_mean_utility,best_observed_action_mean_utility,candidate_id,base_model_name,estimator,feature_scheme,role,params_json
lda_classifier__baseline,lda,classification,bbob_train,label_source,label_source=same_algorithm,same_algorithm,,,120000,3451,0.028758333333333334,-0.10713665760576366,-0.06743423570665175,832.2519217147483,top_10,0.1404896787392948,9333,0.077775,-0.09951096208982854,571,0.16545928716314112,0.21602297300334747,0.0611807564555877,8762,0.9388192435444123,1108.521343600939,-928.7358091843698,-0.007739465076536415,-0.10713665760576366,0.0,0.006935432680956236,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,label_source,label_source=same_algorithm,same_algorithm,,,120000,3451,0.028758333333333334,-0.10713665760576366,-0.06743423570665175,832.2519217147483,top_20,0.07563254382540906,22057,0.18380833333333332,-0.10894358935729564,1227,0.3555491161982034,0.3980535829028928,0.05562859863082015,20830,0.9443714013691799,2734.2496097702433,-2402.96875045387,-0.020024739587115585,-0.10713665760576366,0.0,0.006935432680956236,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=10,,10.0,,64800,2405,0.037114197530864194,-0.04022633237538057,-0.03715828153278458,308.0180086184804,zero,0.0,64800,1.0,-0.04022633237538057,2405,1.0,1.0,0.037114197530864194,62395,0.9628858024691358,2914.684346543141,-2606.666337924661,-0.04022633237538057,-0.04022633237538057,0.0,0.004753364330532104,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=10,,10.0,,64800,2405,0.037114197530864194,-0.04022633237538057,-0.03715828153278458,308.0180086184804,train_utility,0.4640292684462041,1037,0.016003086419753086,-0.013099061708035063,234,0.0972972972972973,0.10728247898029304,0.2256509161041466,803,0.7743490838958534,46.628662526396205,-13.583726991232364,-0.00020962541653136364,-0.04022633237538057,0.0,0.004753364330532104,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=10,,10.0,,64800,2405,0.037114197530864194,-0.04022633237538057,-0.03715828153278458,308.0180086184804,top_05,0.250643046175719,3022,0.046635802469135804,-0.017334491483068926,656,0.2727650727650728,0.27452944272826757,0.21707478491065518,2366,0.7829252150893448,136.94484551813645,-52.38483326183429,-0.0008084079207073192,-0.04022633237538057,0.0,0.004753364330532104,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=10,,10.0,,64800,2405,0.037114197530864194,-0.04022633237538057,-0.03715828153278458,308.0180086184804,top_10,0.1404896787392948,6000,0.09259259259259259,-0.01954155063551781,1052,0.43742203742203745,0.4790408397729947,0.17533333333333334,4948,0.8246666666666667,264.8025093269092,-117.24930381310686,-0.0018094028366220196,-0.04022633237538057,0.0,0.004753364330532104,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=10,,10.0,,64800,2405,0.037114197530864194,-0.04022633237538057,-0.03715828153278458,308.0180086184804,top_20,0.07563254382540906,11352,0.1751851851851852,-0.028726052889122774,1455,0.604989604989605,0.6553324954026695,0.12817124735729388,9897,0.8718287526427061,527.9523626142314,-326.09815239732177,-0.005032378895020398,-0.04022633237538057,0.0,0.004753364330532104,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=20,,20.0,,64800,3858,0.059537037037037034,-0.07228172978918257,-0.06716881295115272,823.0687800379324,zero,0.0,64800,1.0,-0.07228172978918257,3858,1.0,1.0,0.059537037037037034,60942,0.940462962962963,5506.924870376963,-4683.856090339031,-0.07228172978918257,-0.07228172978918257,0.0,0.01270167870428908,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=20,,20.0,,64800,3858,0.059537037037037034,-0.07228172978918257,-0.06716881295115272,823.0687800379324,train_utility,0.4640292684462041,1225,0.01890432098765432,0.03944024926107851,431,0.11171591498185589,0.13983077015820503,0.35183673469387755,794,0.6481632653061224,66.77603606105717,48.31430534482118,0.0007455911318645244,-0.07228172978918257,0.0,0.01270167870428908,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=20,,20.0,,64800,3858,0.059537037037037034,-0.07228172978918257,-0.06716881295115272,823.0687800379324,top_05,0.250643046175719,3138,0.04842592592592593,0.009123463063990249,1008,0.26127527216174184,0.3097218855652212,0.32122370936902483,2130,0.6787762906309751,226.29298740841327,28.629427094801386,0.00044181214652471275,-0.07228172978918257,0.0,0.01270167870428908,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=20,,20.0,,64800,3858,0.059537037037037034,-0.07228172978918257,-0.06716881295115272,823.0687800379324,top_10,0.1404896787392948,6286,0.09700617283950617,-0.013792396123716735,1603,0.4155002592016589,0.5017057492510442,0.25501113585746105,4683,0.744988864142539,499.6373410077572,-86.69900203368343,-0.001337947562248201,-0.07228172978918257,0.0,0.01270167870428908,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=20,,20.0,,64800,3858,0.059537037037037034,-0.07228172978918257,-0.06716881295115272,823.0687800379324,top_20,0.07563254382540906,12543,0.19356481481481483,-0.04255671822777738,2280,0.5909797822706065,0.6737256410630675,0.18177469504903132,10263,0.8182253049509687,1088.3114582010646,-533.7889167310118,-0.008237483282885984,-0.07228172978918257,0.0,0.01270167870428908,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=40,,40.0,,64800,5658,0.08731481481481482,-0.1531640918533896,-0.14272675969545875,1380.025477481347,zero,0.0,64800,1.0,-0.1531640918533896,5658,1.0,1.0,0.08731481481481482,59142,0.9126851851851852,11305.058629580992,-9925.033152099646,-0.1531640918533896,-0.1531640918533896,0.0,0.021296689467304737,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=40,,40.0,,64800,5658,0.08731481481481482,-0.1531640918533896,-0.14272675969545875,1380.025477481347,train_utility,0.4640292684462041,1154,0.017808641975308643,0.021439865425930408,438,0.07741251325556733,0.08212441254913565,0.37954939341421146,716,0.6204506065857885,88.59217693947238,24.741604701523688,0.00038181488736919273,-0.1531640918533896,0.0,0.021296689467304737,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=40,,40.0,,64800,5658,0.08731481481481482,-0.1531640918533896,-0.14272675969545875,1380.025477481347,top_05,0.250643046175719,3559,0.05492283950617284,-0.036866593962079905,930,0.16436903499469777,0.16807658476034187,0.2613093565608317,2629,0.7386906434391683,363.15817704836735,-131.2082079110424,-0.0020248180233185553,-0.1531640918533896,0.0,0.021296689467304737,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=40,,40.0,,64800,5658,0.08731481481481482,-0.1531640918533896,-0.14272675969545875,1380.025477481347,top_10,0.1404896787392948,7153,0.1103858024691358,-0.059717878036516944,1650,0.2916224814422057,0.3408363183430093,0.23067244512791835,5503,0.7693275548720816,897.5247845595018,-427.16198159520576,-0.006592005888814903,-0.1531640918533896,0.0,0.021296689467304737,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,dimension,dimension=40,,40.0,,64800,5658,0.08731481481481482,-0.1531640918533896,-0.14272675969545875,1380.025477481347,top_20,0.07563254382540906,14984,0.23123456790123456,-0.09885510036095915,2939,0.5194414987628138,0.5337720691419188,0.1961425520555259,12045,0.8038574479444741,2217.8638783923952,-1481.2448238086122,-0.02285871641679957,-0.1531640918533896,0.0,0.021296689467304737,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
lda_classifier__baseline,lda,classification,bbob_train,FE_ratio,FE_ratio=0.2,,,0.2,19440,1637,0.08420781893004116,-0.06196176210011554,-0.05049860667501493,304.44205064313394,zero,0.0,19440,1.0,-0.06196176210011554,1637,1.0,1.0,0.08420781893004116,17803,0.9157921810699589,1508.9787058693798,-1204.536655226246,-0.06196176210011554,-0.06196176210011554,0.0,0.015660599312918414,lda_classifier__raw_primary_with_maturity__baseline__shrinkage_null__solver_svd,lda_classifier,LinearDiscriminantAnalysis(),raw_primary_with_maturity,baseline,"{""shrinkage"": null, ""solver"": ""svd""}"
