candidate_id,base_model_name,model_family,estimator,role,feature_scheme,feature_count,params_json,status,skip_reason,eval_split,rows,feature_fit_seconds,fit_seconds,prediction_seconds,roc_auc_u_gt_zero,average_precision_u_gt_zero,threshold,decision_ela_call_rate,decision_mean_utility,utility_capture_rate,precision_u_gt_zero_under_calls,unhelpful_call_cost_sum
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_1p0__class_weight_balanced,linear_svm_classifier,linear_svm,"LinearSVC(C=1.0,class_weight='balanced',tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 1.0, ""class_weight"": ""balanced""}",completed,,bbob_train,194400,0.326904834000743,0.21888941599900136,0.0014381670043803751,0.8016895924536368,0.19313950838868243,0.929903506090854,0.010766460905349794,0.00018646376936654174,0.0673375812824267,0.3315814620162446,132.84366956549437
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_1p0__class_weight_balanced,linear_svm_classifier,linear_svm,"LinearSVC(C=1.0,class_weight='balanced',tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 1.0, ""class_weight"": ""balanced""}",completed,,bbob_validation,64800,0.326904834000743,0.21888941599900136,0.0005841669990331866,0.8128348195322587,0.17453655817406466,0.929903506090854,0.035972222222222225,0.003984382703588915,0.5292369546763008,0.30673530673530675,135.05545206181313
softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_1p0__class_weight_null__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=1.0,class_weight=None)",best_candidate,raw_primary_with_maturity,23,"{""C"": 1.0, ""class_weight"": null, ""penalty"": ""l2""}",completed,,bbob_train,194400,0.326904834000743,0.08504508299665758,0.001963958995474968,0.8029118839501328,0.20271396414637752,0.33927055127848504,0.012427983539094651,0.00025013263593038655,0.07874352453410124,0.3439569536423841,149.10804591163412
softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_1p0__class_weight_null__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=1.0,class_weight=None)",best_candidate,raw_primary_with_maturity,23,"{""C"": 1.0, ""class_weight"": null, ""penalty"": ""l2""}",completed,,bbob_validation,64800,0.326904834000743,0.08504508299665758,0.0006408749977708794,0.8093223175628269,0.16818394346065804,0.33927055127848504,0.03404320987654321,0.002668738274772213,0.4309140890237092,0.26745240253853125,147.2515330377917
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_1p0__class_weight_null,linear_svm_classifier,linear_svm,"LinearSVC(C=1.0,class_weight=None,tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 1.0, ""class_weight"": null}",completed,,bbob_train,194400,0.326904834000743,0.1538806249955087,0.0012733330004266463,0.8046400149780526,0.20235543645421603,-0.47635326116075755,0.013919753086419753,0.00029535047560950924,0.08621536840764513,0.3333333333333333,159.08033667953492
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_1p0__class_weight_null,linear_svm_classifier,linear_svm,"LinearSVC(C=1.0,class_weight=None,tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 1.0, ""class_weight"": null}",completed,,bbob_validation,64800,0.326904834000743,0.1538806249955087,0.00043654200271703303,0.8139591532465583,0.1753137880734398,-0.47635326116075755,0.03830246913580247,0.004227785903877835,0.5596279778139582,0.306607574536664,141.86462598003422
softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_3p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=3.0,class_weight='balanced')",best_candidate,raw_primary_with_maturity,23,"{""C"": 3.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}",completed,,bbob_train,194400,0.326904834000743,0.1094927079975605,0.0021084170002723113,0.8043430042446221,0.19544060971429733,0.9184551183151431,0.012037037037037037,0.00025417369793099295,0.07694068077251111,0.33418803418803417,143.79532037505726
softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_3p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=3.0,class_weight='balanced')",best_candidate,raw_primary_with_maturity,23,"{""C"": 3.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}",completed,,bbob_validation,64800,0.326904834000743,0.1094927079975605,0.0007507909976993687,0.8117920468084598,0.1761924661678011,0.9184551183151431,0.037253086419753084,0.004086558466244095,0.5435198128440202,0.30654515327257664,139.04717664447872
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_3p0__class_weight_balanced,linear_svm_classifier,linear_svm,"LinearSVC(C=3.0,class_weight='balanced',tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 3.0, ""class_weight"": ""balanced""}",completed,,bbob_train,194400,0.326904834000743,0.22094541699334513,0.0014431249946937896,0.8016895873969377,0.1931407560696425,0.9298826513753876,0.010766460905349794,0.00018646376936654174,0.0673375812824267,0.3315814620162446,132.84366956549437
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_3p0__class_weight_balanced,linear_svm_classifier,linear_svm,"LinearSVC(C=3.0,class_weight='balanced',tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 3.0, ""class_weight"": ""balanced""}",completed,,bbob_validation,64800,0.326904834000743,0.22094541699334513,0.000489791993459221,0.8128345440031471,0.17453701517053466,0.9298826513753876,0.035972222222222225,0.003984382703588915,0.5292369546763008,0.30673530673530675,135.05545206181313
softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_3p0__class_weight_null__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=3.0,class_weight=None)",best_candidate,raw_primary_with_maturity,23,"{""C"": 3.0, ""class_weight"": null, ""penalty"": ""l2""}",completed,,bbob_train,194400,0.326904834000743,0.08808304199919803,0.0020429169962881133,0.8028929342003995,0.202729534392773,0.3400753726779475,0.012381687242798353,0.0002506796483579473,0.0785586560728051,0.3444121312837557,148.53748123493352
softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_3p0__class_weight_null__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=3.0,class_weight=None)",best_candidate,raw_primary_with_maturity,23,"{""C"": 3.0, ""class_weight"": null, ""penalty"": ""l2""}",completed,,bbob_validation,64800,0.326904834000743,0.08808304199919803,0.0007486250033252873,0.8093027243815601,0.16812798909571489,0.3400753726779475,0.03396604938271605,0.002648582919094809,0.4291143380484472,0.26624261699227625,147.22031575839907
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_3p0__class_weight_null,linear_svm_classifier,linear_svm,"LinearSVC(C=3.0,class_weight=None,tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 3.0, ""class_weight"": null}",completed,,bbob_train,194400,0.326904834000743,0.15414187499845866,0.0012763340055244043,0.8046401423149281,0.20235626164070078,-0.47633806039352083,0.013919753086419753,0.00029535047560950924,0.08621536840764513,0.3333333333333333,159.08033667953492
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_3p0__class_weight_null,linear_svm_classifier,linear_svm,"LinearSVC(C=3.0,class_weight=None,tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 3.0, ""class_weight"": null}",completed,,bbob_validation,64800,0.326904834000743,0.15414187499845866,0.0004243750008754432,0.8139586984048505,0.17531380303278282,-0.47633806039352083,0.03830246913580247,0.004227785903877835,0.5596279778139582,0.306607574536664,141.86462598003422
softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_10p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=10.0,class_weight='balanced')",best_candidate,raw_primary_with_maturity,23,"{""C"": 10.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}",completed,,bbob_train,194400,0.326904834000743,0.11060812500363681,0.002082917002553586,0.8043370814709682,0.19544487451497772,0.9183016733870462,0.0120679012345679,0.00025312635875742796,0.07719889581425211,0.33418584825234443,144.64733006901542
softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_10p0__class_weight_balanced__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=10.0,class_weight='balanced')",best_candidate,raw_primary_with_maturity,23,"{""C"": 10.0, ""class_weight"": ""balanced"", ""penalty"": ""l2""}",completed,,bbob_validation,64800,0.326904834000743,0.11060812500363681,0.0006969590031076223,0.811791137125044,0.17619552271613914,0.9183016733870462,0.037253086419753084,0.004086558466244095,0.5435198128440202,0.30654515327257664,139.04717664447872
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_10p0__class_weight_balanced,linear_svm_classifier,linear_svm,"LinearSVC(C=10.0,class_weight='balanced',tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 10.0, ""class_weight"": ""balanced""}",completed,,bbob_train,194400,0.326904834000743,0.22121554100158392,0.0013957080009276979,0.8016895860178381,0.19314113507664127,0.9298749371567924,0.010766460905349794,0.00018646376936654174,0.0673375812824267,0.3315814620162446,132.84366956549437
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_10p0__class_weight_balanced,linear_svm_classifier,linear_svm,"LinearSVC(C=10.0,class_weight='balanced',tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 10.0, ""class_weight"": ""balanced""}",completed,,bbob_validation,64800,0.326904834000743,0.22121554100158392,0.0004455410016817041,0.8128344784009778,0.17453710455629126,0.9298749371567924,0.035972222222222225,0.003984382703588915,0.5292369546763008,0.30673530673530675,135.05545206181313
softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_10p0__class_weight_null__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=10.0,class_weight=None)",best_candidate,raw_primary_with_maturity,23,"{""C"": 10.0, ""class_weight"": null, ""penalty"": ""l2""}",completed,,bbob_train,194400,0.326904834000743,0.08748341599857667,0.0019373749964870512,0.8028798709080271,0.20273116335560243,0.34017952871444646,0.01235082304526749,0.00025195027271762385,0.07855051030700806,0.3448563098708871,148.27001692700242
softmax_logistic_classifier__raw_primary_with_maturity__best_candidate__C_10p0__class_weight_null__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=10.0,class_weight=None)",best_candidate,raw_primary_with_maturity,23,"{""C"": 10.0, ""class_weight"": null, ""penalty"": ""l2""}",completed,,bbob_validation,64800,0.326904834000743,0.08748341599857667,0.0007171249962993897,0.8092703431507344,0.168085046700378,0.34017952871444646,0.03390432098765432,0.002655444927783122,0.4291143380484472,0.26672735548475196,146.77565759539632
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_10p0__class_weight_null,linear_svm_classifier,linear_svm,"LinearSVC(C=10.0,class_weight=None,tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 10.0, ""class_weight"": null}",completed,,bbob_train,194400,0.326904834000743,0.1565205410006456,0.0012943750043632463,0.8046401574850252,0.202356496373709,-0.47633307869028946,0.013919753086419753,0.00029535047560950924,0.08621536840764513,0.3333333333333333,159.08033667953492
linear_svm_classifier__raw_primary_with_maturity__best_candidate__C_10p0__class_weight_null,linear_svm_classifier,linear_svm,"LinearSVC(C=10.0,class_weight=None,tol=1e-2)",best_candidate,raw_primary_with_maturity,23,"{""C"": 10.0, ""class_weight"": null}",completed,,bbob_validation,64800,0.326904834000743,0.1565205410006456,0.0004428329993970692,0.8139584622370405,0.17531352415645918,-0.47633307869028946,0.03830246913580247,0.004227785903877835,0.5596279778139582,0.306607574536664,141.86462598003422
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_null__solver_svd,lda_classifier,lda,LinearDiscriminantAnalysis(solver='svd'),best_candidate,engineered_univariate_selected,48,"{""shrinkage"": null, ""solver"": ""svd""}",completed,,bbob_train,194400,9.968649292000919,0.24465183300344506,0.003130124998278916,0.8334107205188429,0.2199263438679947,0.4899230467207452,0.01058641975308642,0.0004278328731032773,0.08031795077228789,0.34159378036929056,118.51668084406373
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_null__solver_svd,lda_classifier,lda,LinearDiscriminantAnalysis(solver='svd'),best_candidate,engineered_univariate_selected,48,"{""shrinkage"": null, ""solver"": ""svd""}",completed,,bbob_validation,64800,9.968649292000919,0.24465183300344506,0.001218749996041879,0.7943811960565661,0.13347513133546626,0.4899230467207452,0.0012345679012345679,-4.124670650781236e-05,0.004251596407567386,0.325,5.831886546059824
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_null__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=None)",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": null, ""solver"": ""lsqr""}",completed,,bbob_train,194400,9.968649292000919,0.0677382089997991,0.003016582995769568,0.8332069265841253,0.21994229843589433,0.4687168233502314,0.010715020576131688,0.0003790222938320353,0.07816820059869319,0.3398943831012962,122.60719342434773
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_null__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=None)",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": null, ""solver"": ""lsqr""}",completed,,bbob_validation,64800,9.968649292000919,0.0677382089997991,0.0012166249944129959,0.7940224352859199,0.133712622464155,0.4687168233502314,0.00125,-4.1806722068500585e-05,0.004251596407567386,0.32098765432098764,5.8681755543924226
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_auto__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage='auto')",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",completed,,bbob_train,194400,9.968649292000919,0.10706087500147987,0.0029456249976647086,0.7651024507287669,0.16752949088715102,0.7664285701257266,0.003461934156378601,0.0001359887479710436,0.022795121859530497,0.32392273402674593,30.804897504001126
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_auto__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage='auto')",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",completed,,bbob_validation,64800,9.968649292000919,0.10706087500147987,0.0010293750019627623,0.7870588131102436,0.1262333186950484,0.7664285701257266,0.0,0.0,0.0,0.0,-0.0
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_0p1__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.1)",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": 0.1, ""solver"": ""lsqr""}",completed,,bbob_train,194400,9.968649292000919,0.06702212499658344,0.0028889580062241293,0.7148423812273534,0.13219068331847236,0.07199356522229974,0.0028189300411522633,7.147752493400607e-05,0.019254740054163947,0.291970802919708,34.45558308413434
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_0p1__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.1)",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": 0.1, ""solver"": ""lsqr""}",completed,,bbob_validation,64800,9.968649292000919,0.06702212499658344,0.0010457500029588118,0.7815807301936938,0.17919834443465857,0.07199356522229974,1.54320987654321e-05,-2.255713885782998e-06,0.0,0.0,0.14617025979873827
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_0p3__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.3)",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": 0.3, ""solver"": ""lsqr""}",completed,,bbob_train,194400,9.968649292000919,0.06646287500188919,0.003177708000293933,0.7133455817677727,0.12668704596535,0.06821339335159679,0.0013991769547325103,1.4340535595266036e-05,0.009929248838226466,0.23161764705882354,22.145658431484858
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_0p3__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.3)",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": 0.3, ""solver"": ""lsqr""}",completed,,bbob_validation,64800,9.968649292000919,0.06646287500188919,0.0010628750023897737,0.7817015693897653,0.17938924655642616,0.06821339335159679,1.54320987654321e-05,-2.255713885782998e-06,0.0,0.0,0.14617025979873827
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}",completed,,bbob_train,194400,9.968649292000919,0.06681237500015413,0.0029936249993625097,0.7126611575552034,0.12440260576490153,0.7649369244663841,6.17283950617284e-05,1.0889534223274857e-05,0.0011036649878172372,0.6666666666666666,0.6545012356100124
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_0p5__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.5)",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": 0.5, ""solver"": ""lsqr""}",completed,,bbob_validation,64800,9.968649292000919,0.06681237500015413,0.0011444580013630912,0.781735769987423,0.1794306942904946,0.7649369244663841,0.0,0.0,0.0,0.0,-0.0
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_0p7__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.7)",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": 0.7, ""solver"": ""lsqr""}",completed,,bbob_train,194400,9.968649292000919,0.06619545799912885,0.0028884170023957267,0.7120984131508902,0.12309323197157768,0.6991939142172562,6.17283950617284e-05,1.0889534223274857e-05,0.0011036649878172372,0.6666666666666666,0.6545012356100124
lda_classifier__engineered_univariate_selected__best_candidate__shrinkage_0p7__solver_lsqr,lda_classifier,lda,"LinearDiscriminantAnalysis(solver='lsqr',shrinkage=0.7)",best_candidate,engineered_univariate_selected,48,"{""shrinkage"": 0.7, ""solver"": ""lsqr""}",completed,,bbob_validation,64800,9.968649292000919,0.06619545799912885,0.0010393339980510063,0.7817527347084351,0.17944380651864003,0.6991939142172562,0.0,0.0,0.0,0.0,-0.0
softmax_logistic_classifier__engineered_univariate_selected__best_candidate__C_0p03__class_weight_balanced__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=0.03,class_weight='balanced')",best_candidate,engineered_univariate_selected,48,"{""C"": 0.03, ""class_weight"": ""balanced"", ""penalty"": ""l2""}",completed,,bbob_train,194400,9.968649292000919,9.521105125000759,0.0031401659944094718,0.8120317337247621,0.19693650779260077,0.8495343731867847,0.015246913580246914,0.0004769691658244885,0.11292896073816432,0.3006072874493927,190.8544926755133
softmax_logistic_classifier__engineered_univariate_selected__best_candidate__C_0p03__class_weight_balanced__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=0.03,class_weight='balanced')",best_candidate,engineered_univariate_selected,48,"{""C"": 0.03, ""class_weight"": ""balanced"", ""penalty"": ""l2""}",completed,,bbob_validation,64800,9.968649292000919,9.521105125000759,0.0010657090024324134,0.8017578407439547,0.12639785203526793,0.8495343731867847,0.031157407407407408,-0.00299817037727379,0.021306441956444582,0.0866765725606736,210.1129478560182
linear_svm_classifier__engineered_univariate_selected__best_candidate__C_0p03__class_weight_balanced,linear_svm_classifier,linear_svm,"LinearSVC(C=0.03,class_weight='balanced',tol=1e-2)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.03, ""class_weight"": ""balanced""}",completed,,bbob_train,194400,9.968649292000919,6.46222208400286,0.0024409159959759563,0.835342842462892,0.21115029121618914,0.9900833970408444,0.003148148148148148,0.00027548598827489433,0.035454981079686816,0.3660130718954248,35.47696176424428
linear_svm_classifier__engineered_univariate_selected__best_candidate__C_0p03__class_weight_balanced,linear_svm_classifier,linear_svm,"LinearSVC(C=0.03,class_weight='balanced',tol=1e-2)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.03, ""class_weight"": ""balanced""}",completed,,bbob_validation,64800,9.968649292000919,6.46222208400286,0.0008336659957421944,0.8079909302814038,0.13133366294153012,0.9900833970408444,0.0007098765432098765,-6.359864830378394e-05,0.0015258405540923758,0.13043478260869565,5.254950739418362
softmax_logistic_classifier__engineered_univariate_selected__best_candidate__C_0p03__class_weight_null__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=0.03,class_weight=None)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.03, ""class_weight"": null, ""penalty"": ""l2""}",completed,,bbob_train,194400,9.968649292000919,8.235017166000034,0.0029603750008391216,0.8011481174448083,0.19927027331799138,0.26561968510403444,0.015390946502057613,0.0007230113044636355,0.12336953969844223,0.34358288770053474,169.24136681679687
softmax_logistic_classifier__engineered_univariate_selected__best_candidate__C_0p03__class_weight_null__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=0.03,class_weight=None)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.03, ""class_weight"": null, ""penalty"": ""l2""}",completed,,bbob_validation,64800,9.968649292000919,8.235017166000034,0.0010269999984302558,0.7953158826460285,0.12333152374237501,0.26561968510403444,0.03839506172839506,-0.0035745395602735787,0.02727193410875119,0.09003215434083602,251.89426146137183
linear_svm_classifier__engineered_univariate_selected__best_candidate__C_0p03__class_weight_null,linear_svm_classifier,linear_svm,"LinearSVC(C=0.03,class_weight=None,tol=1e-2)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.03, ""class_weight"": null}",completed,,bbob_train,194400,9.968649292000919,1.9507214580007712,0.0024065830002655275,0.8045502553525206,0.1990518056181985,-0.5847916985723783,0.022484567901234567,0.0005089737246821111,0.14962703266380872,0.3143445435827042,276.7857849896829
linear_svm_classifier__engineered_univariate_selected__best_candidate__C_0p03__class_weight_null,linear_svm_classifier,linear_svm,"LinearSVC(C=0.03,class_weight=None,tol=1e-2)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.03, ""class_weight"": null}",completed,,bbob_validation,64800,9.968649292000919,1.9507214580007712,0.0008814169996185228,0.8005503934544781,0.12864417703368508,-0.5847916985723783,0.04282407407407408,-0.003974951890292669,0.03610510085445742,0.0918918918918919,284.4043637211412
softmax_logistic_classifier__engineered_univariate_selected__best_candidate__C_0p1__class_weight_balanced__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=0.1,class_weight='balanced')",best_candidate,engineered_univariate_selected,48,"{""C"": 0.1, ""class_weight"": ""balanced"", ""penalty"": ""l2""}",completed,,bbob_train,194400,9.968649292000919,9.711360250003054,0.0031463750055991113,0.8221281720590791,0.20084008419207677,0.8969649776670336,0.006311728395061728,0.0003494476116755742,0.05647458719217459,0.33577832110839445,73.8814129136044
softmax_logistic_classifier__engineered_univariate_selected__best_candidate__C_0p1__class_weight_balanced__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=0.1,class_weight='balanced')",best_candidate,engineered_univariate_selected,48,"{""C"": 0.1, ""class_weight"": ""balanced"", ""penalty"": ""l2""}",completed,,bbob_validation,64800,9.968649292000919,9.711360250003054,0.0010488340049050748,0.8057694527652899,0.12896147438760439,0.8969649776670336,0.0066975308641975305,-0.000663284617045769,0.0054283781278753164,0.0944700460829493,47.01433731391115
linear_svm_classifier__engineered_univariate_selected__best_candidate__C_0p1__class_weight_balanced,linear_svm_classifier,linear_svm,"LinearSVC(C=0.1,class_weight='balanced',tol=1e-2)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.1, ""class_weight"": ""balanced""}",completed,,bbob_train,194400,9.968649292000919,6.353868083002453,0.002400083998509217,0.8384159349891724,0.21154807103450582,1.0679432857517484,0.002361111111111111,0.0002432800188798351,0.029780609956530462,0.39215686274509803,27.488819284667994
linear_svm_classifier__engineered_univariate_selected__best_candidate__C_0p1__class_weight_balanced,linear_svm_classifier,linear_svm,"LinearSVC(C=0.1,class_weight='balanced',tol=1e-2)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.1, ""class_weight"": ""balanced""}",completed,,bbob_validation,64800,9.968649292000919,6.353868083002453,0.000826458002848085,0.808584612420743,0.1323016798124895,1.0679432857517484,0.0002623456790123457,-2.1941228892152013e-05,0.0008515982840835795,0.17647058823529413,2.0545619732775946
softmax_logistic_classifier__engineered_univariate_selected__best_candidate__C_0p1__class_weight_null__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=0.1,class_weight=None)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",completed,,bbob_train,194400,9.968649292000919,9.764331749996927,0.002916249999543652,0.8084744399717212,0.2038235700808963,0.2759657182570901,0.01411522633744856,0.0007092746887947893,0.12071846943045435,0.3454810495626822,165.254629834483
softmax_logistic_classifier__engineered_univariate_selected__best_candidate__C_0p1__class_weight_null__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=0.1,class_weight=None)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",completed,,bbob_validation,64800,9.968649292000919,9.764331749996927,0.0010171670001000166,0.7991568065694886,0.1252633716380868,0.2759657182570901,0.03473765432098765,-0.003268603234424636,0.024168436703095365,0.08751665926254998,229.7635693819531
linear_svm_classifier__engineered_univariate_selected__best_candidate__C_0p1__class_weight_null,linear_svm_classifier,linear_svm,"LinearSVC(C=0.1,class_weight=None,tol=1e-2)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.1, ""class_weight"": null}",completed,,bbob_train,194400,9.968649292000919,3.621199458000774,0.002406916995823849,0.8012640797354202,0.19711690381560623,-0.5784718177302252,0.019804526748971193,0.0004954699321359278,0.1327672755564497,0.32051948051948054,237.0741793842684
linear_svm_classifier__engineered_univariate_selected__best_candidate__C_0p1__class_weight_null,linear_svm_classifier,linear_svm,"LinearSVC(C=0.1,class_weight=None,tol=1e-2)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.1, ""class_weight"": null}",completed,,bbob_validation,64800,9.968649292000919,3.621199458000774,0.0008297500025946647,0.7964702971417463,0.1264205308601762,-0.5784718177302252,0.03958333333333333,-0.0037458229381150004,0.027727539437335802,0.08927875243664718,263.3319566611995
softmax_logistic_classifier__engineered_univariate_selected__best_candidate__C_0p3__class_weight_balanced__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=0.3,class_weight='balanced')",best_candidate,engineered_univariate_selected,48,"{""C"": 0.3, ""class_weight"": ""balanced"", ""penalty"": ""l2""}",completed,,bbob_train,194400,9.968649292000919,9.76159508300043,0.0031826660051592626,0.8265789557979869,0.19649766560439463,0.9351106755134897,0.003199588477366255,0.0002871453415421192,0.03826711034658389,0.39228295819935693,40.27195578516601
softmax_logistic_classifier__engineered_univariate_selected__best_candidate__C_0p3__class_weight_balanced__penalty_l2,softmax_logistic_classifier,softmax_logistic,"LogisticRegression(C=0.3,class_weight='balanced')",best_candidate,engineered_univariate_selected,48,"{""C"": 0.3, ""class_weight"": ""balanced"", ""penalty"": ""l2""}",completed,,bbob_validation,64800,9.968649292000919,9.76159508300043,0.001091582998924423,0.8087021933757336,0.13050084400168144,0.9351106755134897,0.0016049382716049382,-0.0001632450195035592,0.0025547947680428233,0.10576923076923077,12.476588224459345
linear_svm_classifier__engineered_univariate_selected__best_candidate__C_0p3__class_weight_balanced,linear_svm_classifier,linear_svm,"LinearSVC(C=0.3,class_weight='balanced',tol=1e-2)",best_candidate,engineered_univariate_selected,48,"{""C"": 0.3, ""class_weight"": ""balanced""}",completed,,bbob_train,194400,9.968649292000919,5.191612499998882,0.00242529199749697,0.8412073376606575,0.21215147202862691,1.1572021098822742,0.002021604938271605,0.00024062641156279193,0.028803179122166473,0.4223918575063613,25.550241989628493
